card_id,name,supertype,subtypes,set_id,artist_id,rarity_id
sv10-38,Team Rocket's Houndoom,Pokémon,Stage 1,sv10,277,29
swsh8-109,Morpeko,Pokémon,Basic,swsh8,351,21
swsh2-98,Medicham,Pokémon,Stage 1,swsh2,38,29
sv3pt5-81,Magnemite,Pokémon,Basic,sv3pt5,43,21
swsh45sv-SV002,Dartrix,Pokémon,Stage 1,swsh45sv,117,9
sv7-115,Noctowl,Pokémon,Stage 1,sv7,,2
pgo-30,Mewtwo V,Pokémon,"Basic,V",pgo,208,16
sv4-175,Snorlax Doll,Trainer,Item,sv4,26,29
bw9-48,Espeon,Pokémon,"Stage 1,Team Plasma",bw9,76,29
ex15-16,Gligar δ,Pokémon,Basic,ex15,162,2
sm5-41,Frost Rotom,Pokémon,Basic,sm5,267,2
ex3-36,Marshtomp,Pokémon,Stage 1,ex3,191,29
sv2-67,Electrode,Pokémon,Stage 1,sv2,104,29
swsh8-115,Snubbull,Pokémon,Basic,swsh8,271,21
sm8-51,Pyroar,Pokémon,Stage 1,sm8,264,2
sv4pt5-167,Tinkaton,Pokémon,Stage 2,sv4pt5,162,31
sv8-236,Durant ex,Pokémon,"Basic,ex",sv8,,5
sv4-177,Technical Machine: Devolution,Trainer,Pokémon Tool,sv4,296,29
ex8-92,Strength Charm,Trainer,Pokémon Tool,ex8,307,29
xy10-65,Jigglypuff,Pokémon,Basic,xy10,198,21
g1-34,Haunter,Pokémon,Stage 1,g1,198,29
sv7-151,Zeraora,Pokémon,Basic,sv7,,7
swsh10-157,Unidentified Fossil,Trainer,Item,swsh10,26,29
rsv10pt5-137,Liepard,Pokémon,Stage 1,rsv10pt5,210,7
ecard3-H11,Houndoom,Pokémon,Stage 1,ecard3,259,34
ex6-71,Nidoran ♂,Pokémon,Basic,ex6,294,21
gym1-29,Misty's Cloyster,Pokémon,Stage 1,gym1,116,2
sv4-165,Larry,Trainer,Supporter,sv4,340,21
ex12-30,Cascoon,Pokémon,Stage 1,ex12,34,29
neo3-1,Ampharos,Pokémon,Stage 2,neo3,286,34
ecard1-47,Feraligatr,Pokémon,Stage 2,ecard1,108,2
bw6-62,Nosepass,Pokémon,Basic,bw6,317,21
ex16-3,Armaldo,Pokémon,Stage 2,ex16,116,34
sv5-192,Iron Boulder ex,Pokémon,"Basic,ex,Future",sv5,76,32
sm7-132,Hau,Trainer,Supporter,sm7,142,29
swsh45sv-SV073,Grapploct,Pokémon,Stage 1,swsh45sv,117,9
ecard1-61,Raichu,Pokémon,Stage 1,ecard1,191,2
sm2-45,Vikavolt-GX,Pokémon,"Stage 2,GX",sm2,76,10
me2-23,Swinub,Pokémon,Basic,me2,29,21
xy6-76,M Rayquaza-EX,Pokémon,"MEGA,EX",xy6,76,33
ex10-95,Potion,Trainer,Item,ex10,176,21
swsh35-66,Suspicious Food Tin,Trainer,Item,swsh35,232,29
pl2-101,SP Energy,Energy,Special,pl2,79,29
zsv10pt5-148,Pidove,Pokémon,Basic,zsv10pt5,349,7
sv7-162,Orthworm ex,Pokémon,"Basic,ex",sv7,,32
sv3pt5-199,Charizard ex,Pokémon,"Stage 2,ex",sv3pt5,58,5
sm10-220,Muk & Alolan Muk-GX,Pokémon,"Basic,TAG TEAM,GX",sm10,76,20
sm8-106,Nihilego,Pokémon,"Basic,Ultra Beast",sm8,184,34
swsh10-196,Kleavor VSTAR,Pokémon,VSTAR,swsh10,76,20
neo2-5,Houndour,Pokémon,Basic,neo2,308,34
zsv10pt5-29,Emolga,Pokémon,Basic,zsv10pt5,147,21
bwp-BW50,Tropical Beach,Trainer,Stadium,bwp,292,38
swsh6-142,Honey,Trainer,Supporter,swsh6,66,29
sm8-62,Beartic,Pokémon,Stage 1,sm8,40,2
ex6-98,Prof. Oak's Research,Trainer,Supporter,ex6,116,29
sm115-47,Kangaskhan,Pokémon,Basic,sm115,273,2
me1-177,Mega Venusaur ex,Pokémon,"Stage 2,MEGA,ex",me1,,5
dp3-17,Roserade,Pokémon,Stage 1,dp3,116,34
sv1-200,Dolliv,Pokémon,Stage 1,sv1,145,7
bw10-13,Volcarona,Pokémon,"Stage 1,Team Plasma",bw10,76,2
dp3-87,Electabuzz,Pokémon,Basic,dp3,117,21
gym1-14,Sabrina's Gengar,Pokémon,Stage 2,gym1,116,34
sm6-2,Alolan Exeggutor,Pokémon,Stage 1,sm6,290,2
xy12-95,Psychic Energy,Energy,Basic,xy12,,21
sm10-187,Surprise Box,Trainer,Item,sm10,232,29
xy4-113,Manectric-EX,Pokémon,"Basic,EX",xy4,232,28
hgss1-55,Unown,Pokémon,Basic,hgss1,299,29
sm10-33,Squirtle,Pokémon,Basic,sm10,223,21
me2-69,Eternatus,Pokémon,Basic,me2,120,29
ecard2-22,Magneton,Pokémon,Stage 1,ecard2,136,2
rsv10pt5-47,Boldore,Pokémon,Stage 1,rsv10pt5,277,21
swsh12pt5gg-GG36,Entei V,Pokémon,"Basic,V",swsh12pt5gg,90,16
bw8-63,Trubbish,Pokémon,Basic,bw8,162,29
dpp-DP39,Shaymin LV.X,Pokémon,Level-Up,dpp,298,38
bw1-11,Maractus,Pokémon,Basic,bw1,162,29
sv10-149,Team Rocket's Meowth,Pokémon,Basic,sv10,184,21
swsh7-95,Umbreon VMAX,Pokémon,"VMAX,Single Strike",swsh7,305,25
sv1-152,Greedent,Pokémon,Stage 1,sv1,91,29
sv1-256,Rare Candy,Trainer,Item,sv1,296,1
swshp-SWSH295,Virizion V,Pokémon,"Basic,V",swshp,115,38
sv5-213,Iron Leaves ex,Pokémon,"Basic,ex,Future",sv5,76,1
smp-SM94,Wash Rotom,Pokémon,Basic,smp,90,38
bw4-56,Kirlia,Pokémon,Stage 1,bw4,267,29
swsh7-38,Milotic,Pokémon,"Stage 1,Rapid Strike",swsh7,254,2
sv6-99,Hisuian Growlithe,Pokémon,Basic,sv6,359,21
ex2-71,Onix,Pokémon,Basic,ex2,198,21
sv1-16,Tarountula,Pokémon,Basic,sv1,98,21
sm1-116,Energy Retrieval,Trainer,Item,sm1,334,29
me1-97,Tinkatuff,Pokémon,Stage 1,me1,,21
si1-5,Ivysaur,Pokémon,Stage 1,si1,5,13
sv4-266,Reversal Energy,Energy,Special,sv4,,1
sv10-130,Marnie's Purrloin,Pokémon,Basic,sv10,313,21
swsh4-153,League Staff,Trainer,Supporter,swsh4,206,29
hgss2-57,Onix,Pokémon,Basic,hgss2,117,21
sv9-115,Druddigon,Pokémon,Basic,sv9,73,21
rsv10pt5-163,Harlequin,Trainer,Supporter,rsv10pt5,151,32
sm7-2,Weepinbell,Pokémon,Stage 1,sm7,189,29
sv10-236,Ethan's Adventure,Trainer,Supporter,sv10,106,5
gym1-50,Lt. Surge's Magnemite,Pokémon,Basic,gym1,191,29
ex3-47,Vibrava,Pokémon,Stage 1,ex3,116,29
xy11-16,Ponyta,Pokémon,Basic,xy11,125,21
me1-19,Vulpix,Pokémon,Basic,me1,,21
dp4-70,Igglybuff,Pokémon,Basic,dp4,116,21
sm9-3,Weedle,Pokémon,Basic,sm9,172,21
pl3-33,Mawile,Pokémon,Basic,pl3,38,2
sv10-143,Steven's Beldum,Pokémon,Basic,sv10,360,21
ecard1-40,Charizard,Pokémon,Stage 2,ecard1,69,2
ex12-47,Weepinbell,Pokémon,Stage 1,ex12,92,29
zsv10pt5-33,Thundurus,Pokémon,Basic,zsv10pt5,357,2
sv8pt5-125,Professor's Research,Trainer,Supporter,sv8pt5,,21
sm5-54,Skorupi,Pokémon,Basic,sm5,6,21
swsh8-121,Munna,Pokémon,Basic,swsh8,58,21
sm11-178,Tornadus,Pokémon,Basic,sm11,277,29
xy1-23,Simisear,Pokémon,Stage 1,xy1,254,2
ex8-53,Baltoy,Pokémon,Basic,ex8,133,21
swsh1-26,Heatmor,Pokémon,Basic,swsh1,73,29
sv9-178,Dudunsparce ex,Pokémon,"Stage 1,ex",sv9,76,32
sv1-172,Energy Search,Trainer,Item,sv1,334,21
neo4-3,Dark Donphan,Pokémon,Stage 1,neo4,257,34
sm75-23,Croconaw,Pokémon,Stage 1,sm75,116,29
swsh12pt5-84,Galarian Meowth,Pokémon,Basic,swsh12pt5,58,21
dp1-55,Mantyke,Pokémon,Basic,dp1,198,29
hgss4-71,Pidgey,Pokémon,Basic,hgss4,38,21
swsh1-133,Pawniard,Pokémon,Basic,swsh1,44,21
xy12-63,Clefairy,Pokémon,Basic,xy12,116,34
sm8-108,Naganadel,Pokémon,"Stage 1,Ultra Beast",sm8,317,34
swsh7-32,Lotad,Pokémon,Basic,swsh7,151,21
sv3-131,Houndour,Pokémon,Basic,sv3,104,21
swsh9-166,Arceus V,Pokémon,"Basic,V",swsh9,73,28
swsh6-27,Raboot,Pokémon,"Stage 1,Single Strike",swsh6,224,29
bw11-11,Swadloon,Pokémon,Stage 1,bw11,254,29
bw6-109,Minccino,Pokémon,Basic,bw6,162,21
sv5-6,Shroomish,Pokémon,Basic,sv5,170,21
swsh5-12,Spewpa,Pokémon,Stage 1,swsh5,125,29
swsh45sv-SV021,Galarian Mr. Rime,Pokémon,Stage 1,swsh45sv,37,9
pop6-17,Turtwig,Pokémon,Basic,pop6,117,21
sm12-64,Dewpider,Pokémon,Basic,sm12,322,21
swsh12pt5-69,Solrock,Pokémon,Basic,swsh12pt5,140,29
sv1-168,Crushing Hammer,Trainer,Item,sv1,281,21
swsh12pt5gg-GG32,Paras,Pokémon,Basic,swsh12pt5gg,112,37
base3-38,Kingler,Pokémon,Stage 1,base3,162,29
xy12-10,Charmeleon,Pokémon,Stage 1,xy12,108,29
swsh3-181,Rhyperior V,Pokémon,"Basic,V",swsh3,297,28
sm3-21,Ho-Oh-GX,Pokémon,"Basic,GX",sm3,216,10
bw8-36,Vanillish,Pokémon,Stage 1,bw8,317,29
sv3pt5-182,Venusaur ex,Pokémon,"Stage 2,ex",sv3pt5,99,32
sm8-15,Pineco,Pokémon,Basic,sm8,6,21
smp-SM169,Eevee & Snorlax-GX,Pokémon,"Basic,TAG TEAM,GX",smp,17,38
swsh9-140,Friends in Galar,Trainer,Supporter,swsh9,55,29
neo4-29,Unown [W],Pokémon,Basic,neo4,111,2
sm10-102,Riolu,Pokémon,Basic,sm10,71,21
ex14-57,Mudkip,Pokémon,Basic,ex14,294,21
sv4-233,Maushold ex,Pokémon,"Stage 1,ex",sv4,76,32
sv5-67,Latias,Pokémon,Basic,sv5,279,29
xy8-25,Fennekin,Pokémon,Basic,xy8,194,21
swsh5-61,Meowstic,Pokémon,Stage 1,swsh5,55,34
swshp-SWSH033,Zacian,Pokémon,Basic,swshp,112,38
sv10-150,Team Rocket's Persian ex,Pokémon,"Stage 1,ex",sv10,76,14
xy8-33,Octillery,Pokémon,Stage 1,xy8,271,34
swsh12-150,Fletchling,Pokémon,Basic,swsh12,322,21
dc1-20,Team Aqua's Carvanha,Pokémon,Basic,dc1,351,21
base1-26,Dratini,Pokémon,Basic,base1,116,29
sma-SV88,Brooklet Hill,Trainer,Stadium,sma,76,27
rsv10pt5-64,Mandibuzz,Pokémon,Stage 1,rsv10pt5,187,29
sm5-115,Type: Null,Pokémon,Basic,sm5,167,2
sv6-171,Poltchageist,Pokémon,Basic,sv6,323,7
swsh6-230,Welcoming Lantern,Trainer,"Item,Single Strike",swsh6,296,27
bwp-BW69,Meloetta,Pokémon,Basic,bwp,317,38
swsh45sv-SV083,Impidimp,Pokémon,Basic,swsh45sv,6,9
sm11-148,Dratini,Pokémon,Basic,sm11,333,21
xy8-90,Zorua,Pokémon,Basic,xy8,75,21
sm5-126,Looker,Trainer,Supporter,sm5,116,29
smp-SM50,Tapu Koko-GX,Pokémon,"Basic,GX",smp,76,38
xy4-91,AZ,Trainer,Supporter,xy4,116,29
dp5-13,Rotom,Pokémon,Basic,dp5,162,34
swshp-SWSH124,Galarian Zapdos,Pokémon,Basic,swshp,145,38
sv10-145,Steven's Metagross ex,Pokémon,"Stage 2,ex",sv10,336,14
swsh6-207,Galarian Slowking VMAX,Pokémon,"VMAX,Single Strike",swsh6,76,20
gym1-3,Erika's Clefable,Pokémon,Stage 1,gym1,191,34
swsh9-124,Minccino,Pokémon,Basic,swsh9,40,21
gym1-107,Celadon City Gym,Trainer,Stadium,gym1,307,29
swshp-SWSH204,Arceus V,Pokémon,"Basic,V",swshp,233,38
sv4-228,Sandy Shocks ex,Pokémon,"Basic,ex,Ancient",sv4,336,32
ex12-53,Geodude,Pokémon,Basic,ex12,189,21
xy1-97,Xerneas-EX,Pokémon,"Basic,EX",xy1,76,33
xy12-58,Machoke,Pokémon,Stage 1,xy12,116,29
sv5-84,Relicanth,Pokémon,Basic,sv5,40,2
base1-22,Pidgeotto,Pokémon,Stage 1,base1,116,2
swsh8-211,Delcatty,Pokémon,Stage 1,swsh8,215,29
xyp-XY90,Hoopa,Pokémon,Basic,xyp,117,38
pop9-3,Raichu,Pokémon,Stage 1,pop9,198,2
sm11-248,Dragonite-GX,Pokémon,"Stage 2,GX",sm11,227,20
sv4pt5-162,Ceruledge,Pokémon,Stage 1,sv4pt5,112,31
bw9-121,Max Potion,Trainer,Item,bw9,76,27
base1-6,Gyarados,Pokémon,Stage 1,base1,108,34
dp2-124,Time-Space Distortion,Trainer,Item,dp2,298,27
neo1-104,Darkness Energy,Energy,Special,neo1,364,2
sv4pt5-168,Houndstone,Pokémon,Stage 1,sv4pt5,317,31
bw1-91,Bouffalant,Pokémon,Basic,bw1,112,2
bw8-105,Whismur,Pokémon,Basic,bw8,198,21
xyp-XY150,Yveltal-EX,Pokémon,"Basic,EX",xyp,297,38
ex8-95,Scramble Energy,Energy,Special,ex8,50,29
swsh8-188,Meltan,Pokémon,"Basic,Single Strike",swsh8,151,21
swsh8-94,Rotom,Pokémon,Basic,swsh8,333,21
sv4-218,Armarouge ex,Pokémon,"Stage 1,ex",sv4,356,32
dp6-5,Gliscor,Pokémon,Stage 1,dp6,79,34
dp2-51,Graveler,Pokémon,Stage 1,dp2,108,29
xy11-84,Deino,Pokémon,Basic,xy11,38,21
xy11-30,Oshawott,Pokémon,Basic,xy11,254,21
sv8pt5-127,Roto-Stick,Trainer,Item,sv8pt5,,21
swsh2-119,Vullaby,Pokémon,Basic,swsh2,322,21
sv7-27,Raboot,Pokémon,Stage 1,sv7,,21
sm12-46,Wailord,Pokémon,Stage 1,sm12,271,2
sv6pt5-76,Cufant,Pokémon,Basic,sv6pt5,,7
dp5-58,Chingling,Pokémon,Basic,dp5,116,21
bw11-82,Excadrill-EX,Pokémon,"Basic,EX",bw11,232,33
swsh12-3,Spinarak,Pokémon,Basic,swsh12,187,21
sm7-20,Cacturne,Pokémon,Stage 1,sm7,191,29
ex14-79,Holon Circle,Trainer,Stadium,ex14,232,29
ecard1-111,Goldeen,Pokémon,Basic,ecard1,30,21
bw6-61,Marowak,Pokémon,Stage 1,bw6,112,2
sm9-169,Latias & Latios-GX,Pokémon,"Basic,TAG TEAM,GX",sm9,76,28
xy7-27,Ampharos-EX,Pokémon,"Basic,EX",xy7,297,33
dp1-92,Onix,Pokémon,Basic,dp1,116,21
sv2-108,Paldean Tauros,Pokémon,Basic,sv2,317,29
sm8-39,Cyndaquil,Pokémon,Basic,sm8,40,21
pl3-11,Staraptor FB,Pokémon,"Basic,SP",pl3,255,34
swsh35-4,Beedrill,Pokémon,Stage 2,swsh35,37,29
pl3-2,Blaziken FB,Pokémon,"Basic,SP",pl3,44,34
xy2-102,Toxicroak-EX,Pokémon,"Basic,EX",xy2,232,28
zsv10pt5-126,Gurdurr,Pokémon,Stage 1,zsv10pt5,224,7
swsh9-132,Boss's Orders,Trainer,Supporter,swsh9,94,34
base6-86,Pikachu,Pokémon,Basic,base6,116,21
ex13-50,Primeape δ,Pokémon,Stage 1,ex13,163,29
ex7-80,Voltorb,Pokémon,Basic,ex7,34,21
sm7-23,Slugma,Pokémon,Basic,sm7,198,21
xy6-105,M Rayquaza-EX,Pokémon,"MEGA,EX",xy6,76,28
bw7-138,Crystal Edge,Trainer,"Pokémon Tool,ACE SPEC",bw7,76,30
ex3-2,Altaria,Pokémon,Stage 1,ex3,191,34
dp7-16,Drifblim,Pokémon,Stage 1,dp7,163,2
sv1-36,Fuecoco,Pokémon,Basic,sv1,340,21
sv8-239,Latias ex,Pokémon,"Basic,ex",sv8,,5
sv4-192,Veluza,Pokémon,Basic,sv4,322,7
swsh11tg-TG22,Eternatus VMAX,Pokémon,"VMAX,Eternamax",swsh11tg,108,25
sm3-121,Po Town,Trainer,Stadium,sm3,76,29
ex9-94,Dusclops ex,Pokémon,"Stage 1,ex",ex9,108,33
sv3pt5-157,Cycling Road,Trainer,Stadium,sv3pt5,145,29
xy9-120,M Scizor-EX,Pokémon,"MEGA,EX",xy9,76,28
ecard3-95,Seel,Pokémon,Basic,ecard3,293,21
swsh9-184,Arceus VSTAR,Pokémon,VSTAR,swsh9,76,27
base3-14,Raichu,Pokémon,Stage 1,base3,108,34
gym1-41,Brock's Lickitung,Pokémon,Basic,gym1,116,29
xy8-92,Zoroark BREAK,Pokémon,BREAK,xy8,76,15
me2-42,Mimikyu,Pokémon,Basic,me2,58,21
swsh6-78,Galarian Farfetch'd,Pokémon,"Basic,Single Strike",swsh6,12,21
gym1-123,Misty's Duel,Trainer,,gym1,116,21
sv3pt5-17,Pidgeotto,Pokémon,Stage 1,sv3pt5,145,21
swsh12-183,Regidrago V,Pokémon,"Basic,V",swsh12,275,28
ex14-26,Pelipper δ,Pokémon,Stage 1,ex14,117,2
xy2-72,Goomy,Pokémon,Basic,xy2,76,21
sv4-219,Garchomp ex,Pokémon,"Stage 2,Tera,ex",sv4,76,32
sv1-76,Pawmot,Pokémon,Stage 2,sv1,71,2
swsh5-139,Urn of Vitality,Trainer,"Item,Single Strike",swsh5,334,29
swsh2-76,Natu,Pokémon,Basic,swsh2,284,21
base4-61,Seel,Pokémon,Basic,base4,116,29
sv8-122,Alolan Diglett,Pokémon,Basic,sv8,,21
xy12-6,Kakuna,Pokémon,Stage 1,xy12,307,29
ex4-2,Team Aqua's Crawdaunt,Pokémon,Stage 1,ex4,240,34
sm2-157,Metagross-GX,Pokémon,"Stage 2,GX",sm2,76,20
dp3-86,Duskull,Pokémon,Basic,dp3,255,21
sm2-15,Salandit,Pokémon,Basic,sm2,142,21
bw11-RC8,Ralts,Pokémon,Basic,bw11,71,21
sm6-10,Gogoat,Pokémon,Stage 1,sm6,277,29
swsh7-29,Gyarados VMAX,Pokémon,VMAX,swsh7,317,25
sv2-17,Tarountula,Pokémon,Basic,sv2,40,21
base3-7,Hitmonlee,Pokémon,Basic,base3,116,34
sv4pt5-231,Paldean Student,Trainer,Supporter,sv4pt5,292,32
neo4-27,Unown [G],Pokémon,Basic,neo4,111,2
swsh1-135,Corviknight,Pokémon,Stage 2,swsh1,317,2
sm4-18,Gyarados-GX,Pokémon,"Stage 1,GX",sm4,76,10
gym2-116,Master Ball,Trainer,,gym2,307,29
xyp-XY50,Pangoro,Pokémon,Stage 1,xyp,76,38
swsh2-43,Milotic V,Pokémon,"Basic,V",swsh2,281,16
swsh5-46,Shinx,Pokémon,"Basic,Rapid Strike",swsh5,129,21
sv4pt5-153,Ralts,Pokémon,Basic,sv4pt5,156,31
swshp-SWSH017,Toxtricity V,Pokémon,"Basic,V",swshp,76,38
bw11-64,Woobat,Pokémon,Basic,bw11,71,21
sm11-228,Garchomp & Giratina-GX,Pokémon,"Basic,TAG TEAM,GX",sm11,207,28
pgo-45,Meltan,Pokémon,Basic,pgo,125,21
swsh6-110,Lairon,Pokémon,Stage 1,swsh6,12,29
rsv10pt5-6,Deerling,Pokémon,Basic,rsv10pt5,244,21
ex16-73,Energy Recycle System,Trainer,Item,ex16,174,29
sv3pt5-32,Nidoran ♂,Pokémon,Basic,sv3pt5,251,21
ex5-89,Island Cave,Trainer,Stadium,ex5,347,29
swsh12tg-TG11,Altaria,Pokémon,Stage 1,swsh12tg,55,37
svp-93,Carvanha,Pokémon,Basic,svp,247,38
sm10-217,Reshiram & Charizard-GX,Pokémon,"Basic,TAG TEAM,GX",sm10,207,20
ex13-20,Blaziken,Pokémon,Stage 2,ex13,69,2
ecard2-20,Lanturn,Pokémon,Stage 1,ecard2,108,2
sv1-104,Greavard,Pokémon,Basic,sv1,156,21
ex12-85,Banette ex,Pokémon,"Stage 1,ex",ex12,108,33
sv8-125,Registeel,Pokémon,Basic,sv8,,29
ex8-12,Mightyena,Pokémon,Stage 1,ex8,284,34
swsh4-202,Memory Capsule,Trainer,Pokémon Tool,swsh4,60,27
xyp-XY152,Zygarde,Pokémon,Basic,xyp,76,38
swsh5-18,Flapple V,Pokémon,"Basic,V",swsh5,336,16
swsh12tg-TG20,Rayquaza VMAX,Pokémon,"VMAX,Rapid Strike",swsh12tg,37,25
swsh5-22,Victini VMAX,Pokémon,VMAX,swsh5,336,25
swsh7-36,Sharpedo,Pokémon,Stage 1,swsh7,326,2
ex8-99,Deoxys ex,Pokémon,"Basic,ex",ex8,108,33
sv6-6,Sunkern,Pokémon,Basic,sv6,284,21
xy4-53,Poochyena,Pokémon,Basic,xy4,76,21
dp6-119,Skitty,Pokémon,Basic,dp6,125,21
hgss4-50,Tentacruel,Pokémon,Stage 1,hgss4,34,29
g1-RC32,Sylveon-EX,Pokémon,"Basic,EX",g1,194,28
xy1-54,Phantump,Pokémon,Basic,xy1,76,21
base1-17,Beedrill,Pokémon,Stage 2,base1,116,2
dpp-DP11,Empoleon LV.X,Pokémon,Level-Up,dpp,298,38
sm115-7,Charmander,Pokémon,Basic,sm115,184,21
pl4-14,Bronzong,Pokémon,Stage 1,pl4,191,2
sv4pt5-236,Clive,Trainer,Supporter,sv4pt5,311,5
neo3-13,Raikou,Pokémon,Basic,neo3,116,34
sm12-137,Alolan Sandshrew,Pokémon,Basic,sm12,242,21
xy11-41,Joltik,Pokémon,Basic,xy11,281,21
swsh12pt5-130,Friends in Hisui,Trainer,Supporter,swsh12pt5,215,29
sm11-94,Doublade,Pokémon,Stage 1,sm11,340,29
xyp-XY154,Ho-Oh BREAK,Pokémon,BREAK,xyp,76,38
sv6-16,Rillaboom,Pokémon,Stage 2,sv6,378,29
ex1-72,Taillow,Pokémon,Basic,ex1,162,21
swsh4-97,Mudsdale,Pokémon,Stage 1,swsh4,223,2
sm115-17,Lapras,Pokémon,Basic,sm115,183,2
sv3pt5-174,Nidoking,Pokémon,Stage 2,sv3pt5,153,7
swsh9-2,Exeggutor,Pokémon,Stage 1,swsh9,284,29
ru1-4,Heatran,Pokémon,Basic,ru1,20,13
ex5-57,Chinchou,Pokémon,Basic,ex5,240,21
bw10-51,Throh,Pokémon,Basic,bw10,292,21
swsh7-45,Avalugg,Pokémon,Stage 1,swsh7,112,29
base5-57,Grimer,Pokémon,Basic,base5,162,21
swsh6-201,Blaziken VMAX,Pokémon,"VMAX,Rapid Strike",swsh6,90,20
xy9-38,Froakie,Pokémon,Basic,xy9,351,21
dp6-16,Spiritomb,Pokémon,Basic,dp6,232,34
base4-52,Marowak,Pokémon,Stage 1,base4,108,29
neo1-8,Kingdra,Pokémon,Stage 2,neo1,116,34
sv6-183,Timburr,Pokémon,Basic,sv6,53,7
ex3-97,Rayquaza ex,Pokémon,"Basic,ex",ex3,136,33
sv3pt5-104,Cubone,Pokémon,Basic,sv3pt5,266,21
sma-SV34,Ralts,Pokémon,Basic,sma,271,9
sm1-161,Ultra Ball,Trainer,Item,sm1,232,27
sv9-78,Piloswine,Pokémon,Stage 1,sv9,261,21
gym1-125,Sabrina's Gaze,Trainer,,gym1,116,21
xy4-71,Diancie,Pokémon,Basic,xy4,76,34
sm9-54,Nidoran ♀,Pokémon,Basic,sm9,58,21
dp5-16,Bronzong,Pokémon,Stage 1,dp5,112,2
sv8-130,Archaludon ex,Pokémon,"Stage 1,ex",sv8,,14
sm8-90,Unown,Pokémon,Basic,sm8,117,2
sv1-94,Dedenne,Pokémon,Basic,sv1,200,21
rsv10pt5-46,Roggenrola,Pokémon,Basic,rsv10pt5,277,21
sm8-127,Dialga,Pokémon,Basic,sm8,214,34
sm35-35,Zekrom,Pokémon,Basic,sm35,214,34
sm1-118,Exp. Share,Trainer,Pokémon Tool,sm1,334,29
dp3-79,Burmy Sandy Cloak,Pokémon,Basic,dp3,198,21
me2-10,Lokix,Pokémon,Stage 1,me2,237,29
dp6-29,Groudon,Pokémon,Basic,dp6,49,2
swsh8-90,Minun,Pokémon,"Basic,Rapid Strike",swsh8,12,21
zsv10pt5-132,Venipede,Pokémon,Basic,zsv10pt5,59,7
swshp-SWSH049,Dubwool V,Pokémon,"Basic,V",swshp,76,38
sv6-130,Dragapult ex,Pokémon,"Stage 2,Tera,ex",sv6,76,14
hgss1-72,Magikarp,Pokémon,Basic,hgss1,108,21
swshp-SWSH161,Mewtwo V-UNION,Pokémon,V-UNION,swshp,305,38
bw3-7,Crustle,Pokémon,Stage 1,bw3,284,29
sv4pt5-232,Mew ex,Pokémon,"Basic,ex",sv4pt5,180,5
sm11-190,Channeler,Trainer,Supporter,sm11,142,29
pl3-76,Plusle,Pokémon,Basic,pl3,43,29
sv1-122,Klawf,Pokémon,Basic,sv1,214,2
base5-10,Dark Machamp,Pokémon,Stage 2,base5,108,34
sm2-3,Victreebel,Pokémon,Stage 2,sm2,142,2
sv9-34,Octillery,Pokémon,Stage 1,sv9,286,29
bw6-76,Stunky,Pokémon,Basic,bw6,162,21
base1-71,Computer Search,Trainer,,base1,307,2
sv7-32,Lapras ex,Pokémon,"Basic,Tera,ex",sv7,,14
swsh3-187,Piers,Trainer,Supporter,swsh3,215,28
sm35-18,Totodile,Pokémon,Basic,sm35,142,21
bw3-35,Blitzle,Pokémon,Basic,bw3,317,21
sv10-23,Arboliva ex,Pokémon,"Stage 2,ex",sv10,70,14
sv9-189,N's Zoroark ex,Pokémon,"Stage 1,ex",sv9,356,1
xy9-74,Darkrai-EX,Pokémon,"Basic,EX",xy9,297,33
ex11-107,Metal Energy,Energy,Special,ex11,364,2
ecard3-90,Rattata,Pokémon,Basic,ecard3,30,21
dp2-67,Unown [T],Pokémon,Basic,dp2,205,29
sv4pt5-109,Charmander,Pokémon,Basic,sv4pt5,129,31
sv5-170,Bronzor,Pokémon,Basic,sv5,129,7
sm6-49,Aegislash,Pokémon,Stage 2,sm6,277,2
sv6pt5-31,Zorua,Pokémon,Basic,sv6pt5,,21
smp-SM232,Pikachu-GX,Pokémon,"Basic,GX",smp,207,38
ex7-79,Swinub,Pokémon,Basic,ex7,17,21
bw8-22,Lampent,Pokémon,Stage 1,bw8,112,29
xy8-12,Chesnaught BREAK,Pokémon,BREAK,xy8,76,15
ex1-47,Vigoroth,Pokémon,Stage 1,ex1,162,29
swsh12pt5-54,Zeraora VMAX,Pokémon,VMAX,swsh12pt5,82,25
swsh6-212,Brawly,Trainer,"Supporter,Rapid Strike",swsh6,351,20
si1-7,Ledyba,Pokémon,Basic,si1,5,13
sm11-152,Dragonite-GX,Pokémon,"Stage 2,GX",sm11,72,10
bw8-13,Amoonguss,Pokémon,"Stage 1,Team Plasma",bw8,76,29
dp6-34,Mesprit,Pokémon,Basic,dp6,116,2
col1-3,Dialga,Pokémon,Basic,col1,281,34
swsh7-118,Zygarde,Pokémon,"Basic,Rapid Strike",swsh7,143,34
sm75-60,Fiery Flint,Trainer,Item,sm75,297,29
sm10-86,Dugtrio,Pokémon,Stage 1,sm10,340,2
sm3-55,Toxicroak,Pokémon,Stage 1,sm3,73,2
swsh8-222,Wooloo,Pokémon,Basic,swsh8,293,21
cel25-4,Palkia,Pokémon,Basic,cel25,76,2
sv2-107,Primeape,Pokémon,Stage 1,sv2,317,29
neo3-37,Seaking,Pokémon,Stage 1,neo3,189,29
zsv10pt5-103,Tympole,Pokémon,Basic,zsv10pt5,7,7
