issue_id,series_id,issue_number,title,publish_date,cover_price,page_count,notes
1081,193,584,Nemesis of Voss,2009-02-05,0.75,48,Contains bonus pin-up gallery.
1082,48,478,Fracture of Grant,1989-08-26,3.99,28,Landmark story milestone.
1083,93,111,Nemesis of Crane,2024-02-07,0.5,48,Part of a crossover event.
1084,34,351,Shattered of Stark,1958-07-23,0.5,64,Landmark story milestone.
1085,143,40,Descent of Steele,1989-07-19,4.99,32,High print run; common in collections.
1086,164,33,Shattered of Ward,2011-09-29,0.12,44,Direct edition only; no newsstand version.
1087,243,56,Uprising of Morgan,1985-10-15,2.99,40,Low distribution; considered scarce.
1088,91,146,Shadows of Holt,2018-12-09,2.5,28,Low distribution; considered scarce.
1089,232,430,Resurgence of Stone,2019-03-03,1,32,Key first appearance issue.
1090,48,351,Vendetta of Cross,1993-03-23,0.5,44,Direct edition only; no newsstand version.
1091,247,549,Convergence of Crane,1976-04-30,1.95,100,Direct edition only; no newsstand version.
1092,6,612,Uprising of Voss,1995-07-31,0.25,44,Part of a crossover event.
1093,8,470,Fallen of Stark,2014-05-17,1.5,28,Direct edition only; no newsstand version.
1094,135,740,Reckoning of Fox,2022-11-03,0.25,64,Reprints classic story with new framing pages.
1095,50,224,Uprising of Crane,1941-04-10,0.35,100,Direct edition only; no newsstand version.
1096,111,215,Uprising of Hunt,1967-11-26,0.1,44,Part of a crossover event.
1097,9,315,Resurgence of Kane,1973-10-09,4.99,64,Direct edition only; no newsstand version.
1098,211,361,Descent of Crane,1979-07-22,1.5,28,Controversial issue banned in three states.
1099,235,383,Convergence of Grant,2013-08-10,0.35,80,Direct edition only; no newsstand version.
1100,196,676,Legacy of Burns,1956-05-23,0.2,28,Landmark story milestone.
1101,46,17,Shattered of Crane,1972-07-27,0.2,64,Reprints classic story with new framing pages.
1102,279,649,Fracture of Cole,1956-03-27,0.12,40,Direct edition only; no newsstand version.
1103,109,796,Fracture of Grant,2019-07-02,2.5,28,High print run; common in collections.
1104,241,360,Fracture of Crane,2019-05-25,2.5,24,Part of a crossover event.
1105,115,291,Chaos of Holt,1992-07-14,1.25,48,High print run; common in collections.
1106,3,34,Reckoning of Morgan,1959-08-07,0.25,44,Double-sized anniversary issue.
1107,163,175,Reborn of Crane,1954-10-04,0.75,80,Direct edition only; no newsstand version.
1108,99,660,Nemesis of Drake,2004-04-15,2.99,32,Direct edition only; no newsstand version.
1109,89,326,Resurgence of Cross,2017-04-05,2.99,36,Landmark story milestone.
1110,65,122,Reborn of Ward,1999-03-29,1,80,Controversial issue banned in three states.
1111,166,96,Shadows of Morgan,1997-04-12,2.99,24,Reprints classic story with new framing pages.
1112,79,633,Descent of Voss,1992-03-31,2.5,24,Controversial issue banned in three states.
1113,233,192,Revelation of Vale,2018-01-03,1.25,36,Double-sized anniversary issue.
1114,126,799,Nemesis of Holt,1983-02-22,0.12,40,Landmark story milestone.
1115,74,24,Reborn of Kane,2023-01-13,0.2,64,Reprints classic story with new framing pages.
1116,63,146,Vendetta of Holt,1997-10-21,0.35,28,Landmark story milestone.
1117,254,371,Uprising of Ward,2022-11-21,0.2,64,Key first appearance issue.
1118,212,499,Shadows of Stone,1950-08-07,2.99,48,Part of a crossover event.
1119,231,185,Vendetta of Morgan,1982-03-24,0.35,100,Reprints classic story with new framing pages.
1120,17,352,Inferno of Stark,1962-04-05,0.1,32,Double-sized anniversary issue.
1121,131,198,Shattered of Morgan,1984-06-15,0.1,80,Double-sized anniversary issue.
1122,79,374,Rising of Stone,2000-09-13,0.1,44,Controversial issue banned in three states.
1123,113,746,Fallen of Holt,1949-06-27,1,64,High print run; common in collections.
1124,48,726,Descent of Burns,1989-08-20,3.99,64,Direct edition only; no newsstand version.
1125,263,198,Chaos of Cross,2000-11-18,0.5,40,Direct edition only; no newsstand version.
1126,53,785,Reborn of Burns,2009-03-07,0.35,36,Contains bonus pin-up gallery.
1127,222,434,Shattered of Holt,2009-01-05,1.5,100,Landmark story milestone.
1128,197,205,Reborn of Nash,1952-10-24,1.95,28,Contains bonus pin-up gallery.
1129,86,524,Chaos of Hunt,1999-07-08,2.99,40,Reprints classic story with new framing pages.
1130,272,408,Reckoning of Kane,2002-10-20,0.35,44,Direct edition only; no newsstand version.
1131,96,252,Shadows of Stone,2013-01-18,1.95,44,Controversial issue banned in three states.
1132,161,10,Eclipse of Morgan,1989-12-21,1.5,36,Contains bonus pin-up gallery.
1133,291,239,Descent of Voss,1967-06-05,2.5,40,Reprints classic story with new framing pages.
1134,109,223,Rising of Grant,2022-11-30,1,100,Landmark story milestone.
1135,294,432,Legacy of Flynn,2017-04-01,1.5,36,High print run; common in collections.
1136,26,506,Oblivion of Drake,2019-07-02,1,48,Landmark story milestone.
1137,64,176,Shattered of Flynn,2022-04-24,2.5,36,Reprints classic story with new framing pages.
1138,11,19,Reborn of Morgan,2009-03-13,3.99,40,Controversial issue banned in three states.
1139,207,547,Resurgence of Drake,1994-08-30,1.5,24,Landmark story milestone.
1140,241,426,Vendetta of Holt,2019-01-25,1.5,44,Direct edition only; no newsstand version.
1141,41,794,Eclipse of Stark,2013-12-17,0.12,48,Low distribution; considered scarce.
1142,233,657,Rising of Nash,2018-10-07,0.2,24,High print run; common in collections.
1143,25,143,Rising of Flynn,1954-12-07,2.99,36,Controversial issue banned in three states.
1144,46,742,Inferno of Grant,1962-04-15,0.1,24,Low distribution; considered scarce.
1145,23,50,Vendetta of Voss,1949-12-09,1,44,Reprints classic story with new framing pages.
1146,195,716,Convergence of Steele,1998-03-20,3.99,28,Controversial issue banned in three states.
1147,164,772,Reborn of Crane,2002-04-27,3.99,28,Double-sized anniversary issue.
1148,271,592,Oblivion of Stark,1950-05-08,1,44,Contains bonus pin-up gallery.
1149,116,271,Vendetta of Voss,1954-01-12,1.95,80,High print run; common in collections.
1150,106,77,Oblivion of Drake,1999-11-16,0.5,24,High print run; common in collections.
1151,240,193,Oblivion of Kane,2022-02-27,1.5,36,Reprints classic story with new framing pages.
1152,271,321,Vendetta of Fox,1951-11-19,0.25,80,Landmark story milestone.
1153,67,373,Nemesis of Fox,2014-06-15,0.5,48,High print run; common in collections.
1154,36,434,Convergence of Burns,1977-06-19,0.2,32,Contains bonus pin-up gallery.
1155,55,113,Revelation of Morgan,2007-11-04,3.99,32,Low distribution; considered scarce.
1156,15,678,Resurgence of Fox,2019-09-07,1.95,40,Landmark story milestone.
1157,282,363,Legacy of Stone,1979-10-09,0.25,48,Double-sized anniversary issue.
1158,221,342,Dawn of Fox,1985-11-06,1,44,Landmark story milestone.
1159,26,392,Legacy of Stone,2018-08-21,1.25,36,Direct edition only; no newsstand version.
1160,91,283,Resurgence of Price,2024-08-30,4.99,80,Direct edition only; no newsstand version.
1161,56,52,Revelation of Kane,1961-10-27,0.75,28,Key first appearance issue.
1162,19,245,Shadows of Grant,1977-12-20,0.2,40,High print run; common in collections.
1163,208,403,Rising of Vale,1979-02-28,1,64,High print run; common in collections.
1164,88,209,Inferno of Burns,2015-08-16,1.25,24,Landmark story milestone.
1165,95,718,Shattered of Stark,2017-02-23,1.25,36,Controversial issue banned in three states.
1166,162,72,Convergence of Cross,1967-04-14,1.5,64,Controversial issue banned in three states.
1167,7,439,Eclipse of Morgan,1963-08-24,0.35,40,Landmark story milestone.
1168,88,779,Reckoning of Price,2013-03-27,1.95,64,Reprints classic story with new framing pages.
1169,1,254,Oblivion of Kane,2016-10-22,0.12,24,Reprints classic story with new framing pages.
1170,149,234,Resurgence of Cole,2021-06-21,0.35,32,Landmark story milestone.
1171,52,754,Eclipse of Fox,2014-10-31,4.99,44,Double-sized anniversary issue.
1172,132,499,Chaos of Nash,2002-07-08,3.99,24,Part of a crossover event.
1173,155,342,Resurgence of Price,2001-12-18,4.99,28,Low distribution; considered scarce.
1174,266,22,Fallen of Crane,1966-09-13,0.75,32,Part of a crossover event.
1175,255,251,Reborn of Crane,1944-05-06,1.95,36,Landmark story milestone.
1176,100,655,Rising of Holt,1993-06-22,3.99,80,Controversial issue banned in three states.
1177,136,358,Eclipse of Ward,2021-10-22,2.99,40,Low distribution; considered scarce.
1178,98,594,Resurgence of Flynn,2009-12-03,0.2,48,Contains bonus pin-up gallery.
1179,291,296,Rising of Morgan,1968-07-26,4.99,32,Contains bonus pin-up gallery.
1180,77,297,Shattered of Grant,2018-09-25,0.35,40,Contains bonus pin-up gallery.
1181,148,302,Reckoning of Fox,1986-11-24,0.12,36,Low distribution; considered scarce.
1182,64,501,Vendetta of Morgan,2004-05-21,2.99,44,Key first appearance issue.
1183,26,142,Inferno of Burns,2016-05-29,0.25,28,Low distribution; considered scarce.
1184,74,443,Reborn of Voss,2018-03-16,1.25,36,Key first appearance issue.
1185,243,255,Nemesis of Crane,1988-12-15,2.5,28,Low distribution; considered scarce.
1186,155,319,Convergence of Hunt,2000-09-11,2.99,44,Reprints classic story with new framing pages.
1187,72,257,Fallen of Crane,1968-12-12,0.5,40,Low distribution; considered scarce.
1188,44,581,Fracture of Grant,1973-09-04,0.35,48,Direct edition only; no newsstand version.
1189,50,540,Fracture of Flynn,1950-06-08,1.95,64,Part of a crossover event.
1190,219,431,Legacy of Fox,2004-11-08,0.1,80,Key first appearance issue.
1191,216,774,Fallen of Price,1953-12-07,1.25,36,Reprints classic story with new framing pages.
1192,263,131,Shattered of Grant,1998-06-23,1.25,24,Direct edition only; no newsstand version.
1193,65,687,Reckoning of Fox,1990-02-24,3.99,24,Landmark story milestone.
1194,29,666,Rising of Flynn,1948-07-07,0.2,40,Reprints classic story with new framing pages.
1195,247,63,Rising of Hunt,1969-11-11,0.12,36,Double-sized anniversary issue.
1196,74,759,Oblivion of Steele,2022-04-21,0.75,32,Low distribution; considered scarce.
1197,160,497,Shattered of Stone,1952-01-07,0.2,28,Key first appearance issue.
1198,79,124,Resurgence of Kane,2018-01-31,0.75,36,Landmark story milestone.
1199,243,518,Fracture of Ward,1981-07-21,0.12,28,Low distribution; considered scarce.
1200,208,189,Revelation of Grant,1987-05-25,1,100,Contains bonus pin-up gallery.
1201,64,150,Reckoning of Cross,2021-05-24,0.25,36,Controversial issue banned in three states.
1202,262,717,Descent of Stone,2009-07-15,4.99,64,Low distribution; considered scarce.
1203,149,103,Reborn of Stark,2013-12-10,1.95,40,Direct edition only; no newsstand version.
1204,198,110,Fracture of Crane,2010-08-03,2.99,32,Key first appearance issue.
1205,146,124,Reborn of Ward,2020-07-25,0.1,100,Low distribution; considered scarce.
1206,18,667,Shattered of Fox,2021-03-27,0.12,44,Controversial issue banned in three states.
1207,240,284,Reckoning of Cross,2022-07-27,1.95,80,Double-sized anniversary issue.
1208,108,724,Resurgence of Ward,1949-12-15,0.15,32,Controversial issue banned in three states.
1209,181,348,Fracture of Steele,2001-04-05,1,40,Direct edition only; no newsstand version.
1210,35,496,Nemesis of Stark,2010-08-14,0.35,100,Double-sized anniversary issue.
1211,270,133,Eclipse of Hunt,1986-08-18,1.95,100,Reprints classic story with new framing pages.
1212,207,47,Reckoning of Cross,1996-01-13,0.75,28,Landmark story milestone.
1213,256,488,Eclipse of Vale,2022-12-12,0.75,28,Controversial issue banned in three states.
1214,197,66,Dawn of Price,1952-09-16,1,28,Key first appearance issue.
1215,38,782,Inferno of Price,1996-08-12,0.1,32,Part of a crossover event.
1216,56,461,Nemesis of Steele,1961-12-01,0.5,36,Low distribution; considered scarce.
1217,252,696,Vendetta of Vale,1966-10-25,0.5,32,Direct edition only; no newsstand version.
1218,271,197,Shadows of Hunt,1953-07-15,0.1,28,High print run; common in collections.
1219,18,144,Reckoning of Nash,2023-01-31,2.99,100,Double-sized anniversary issue.
1220,37,190,Resurgence of Stark,1986-04-14,0.5,36,Reprints classic story with new framing pages.
1221,243,361,Inferno of Price,1992-03-26,0.25,28,Contains bonus pin-up gallery.
1222,219,386,Shadows of Hunt,2019-02-11,0.15,32,Double-sized anniversary issue.
1223,153,121,Oblivion of Vale,1969-02-17,0.12,100,Double-sized anniversary issue.
1224,170,230,Vendetta of Holt,1949-02-16,2.5,44,Landmark story milestone.
1225,81,77,Descent of Hunt,2010-03-25,0.75,80,Reprints classic story with new framing pages.
1226,257,409,Shattered of Drake,1997-01-01,0.2,100,Contains bonus pin-up gallery.
1227,135,34,Eclipse of Crane,2017-05-03,1,36,Part of a crossover event.
1228,31,210,Descent of Flynn,2014-02-15,0.12,36,Contains bonus pin-up gallery.
1229,38,625,Dawn of Nash,2007-08-03,0.15,48,Reprints classic story with new framing pages.
1230,42,491,Fallen of Holt,2023-03-09,0.12,28,Key first appearance issue.
1231,255,231,Inferno of Crane,1949-09-10,4.99,40,High print run; common in collections.
1232,11,27,Uprising of Grant,2006-08-15,2.5,24,Double-sized anniversary issue.
1233,247,397,Nemesis of Steele,1957-05-04,2.99,48,Double-sized anniversary issue.
1234,71,449,Rising of Price,1979-05-16,1.95,44,High print run; common in collections.
1235,176,60,Revelation of Vale,2012-06-13,0.15,100,Key first appearance issue.
1236,117,766,Descent of Hunt,2018-08-19,0.12,24,High print run; common in collections.
1237,30,59,Fallen of Fox,2004-09-19,0.35,40,Key first appearance issue.
1238,161,617,Revelation of Burns,2010-05-15,0.25,100,Direct edition only; no newsstand version.
1239,246,126,Shadows of Voss,2012-06-30,1,80,High print run; common in collections.
1240,254,753,Inferno of Vale,2016-08-20,3.99,40,Part of a crossover event.
1241,283,670,Revelation of Cole,1972-04-13,1,44,Double-sized anniversary issue.
1242,258,56,Inferno of Crane,1981-05-05,4.99,40,Landmark story milestone.
1243,105,534,Revelation of Burns,2019-10-08,0.5,28,Part of a crossover event.
1244,73,241,Fracture of Fox,1956-08-10,0.2,24,Contains bonus pin-up gallery.
1245,18,285,Reborn of Ward,2017-01-12,1.25,28,Key first appearance issue.
1246,143,625,Nemesis of Stark,1991-10-17,0.1,48,Direct edition only; no newsstand version.
1247,228,230,Uprising of Ward,1989-12-28,0.35,48,Double-sized anniversary issue.
1248,27,313,Dawn of Grant,1999-10-25,1.95,24,Reprints classic story with new framing pages.
1249,173,772,Reborn of Stone,2010-10-11,0.1,44,Reprints classic story with new framing pages.
1250,223,747,Dawn of Kane,1970-08-04,2.5,40,Double-sized anniversary issue.
1251,238,587,Reborn of Cole,1953-10-03,1,32,Direct edition only; no newsstand version.
1252,240,136,Reckoning of Holt,2021-05-02,1,28,High print run; common in collections.
1253,278,346,Reborn of Ward,1970-08-20,0.12,100,Low distribution; considered scarce.
1254,186,676,Chaos of Price,2000-01-21,0.1,28,Low distribution; considered scarce.
1255,292,329,Chaos of Cross,2019-08-23,3.99,64,Key first appearance issue.
1256,226,478,Dawn of Nash,1956-05-25,4.99,80,High print run; common in collections.
1257,210,594,Shadows of Holt,1947-04-04,1.5,28,Contains bonus pin-up gallery.
1258,93,785,Chaos of Holt,2021-06-12,4.99,32,High print run; common in collections.
1259,90,633,Dawn of Vale,1983-08-04,0.2,24,Controversial issue banned in three states.
1260,260,594,Eclipse of Drake,2015-07-03,0.75,24,Low distribution; considered scarce.
1261,132,695,Inferno of Grant,1944-06-12,0.12,100,High print run; common in collections.
1262,180,80,Resurgence of Fox,1986-10-18,0.2,80,Landmark story milestone.
1263,122,334,Reborn of Nash,1962-04-22,2.99,28,Direct edition only; no newsstand version.
1264,145,26,Eclipse of Price,2016-08-09,1.95,44,Direct edition only; no newsstand version.
1265,192,302,Shattered of Morgan,1997-07-22,0.35,44,Key first appearance issue.
1266,149,606,Reckoning of Kane,1990-09-24,0.5,44,Double-sized anniversary issue.
1267,261,596,Inferno of Stone,1970-07-29,2.5,100,Key first appearance issue.
1268,77,781,Shadows of Voss,2015-07-19,0.75,100,Double-sized anniversary issue.
1269,295,562,Legacy of Grant,1945-07-14,0.2,80,Key first appearance issue.
1270,242,533,Fracture of Flynn,2019-07-11,1,36,Reprints classic story with new framing pages.
1271,151,250,Eclipse of Vale,1987-06-08,1.95,36,Contains bonus pin-up gallery.
1272,162,119,Revelation of Fox,1968-10-12,2.99,44,Landmark story milestone.
1273,181,518,Shadows of Nash,2001-02-20,4.99,100,High print run; common in collections.
1274,230,236,Reborn of Steele,1969-05-24,0.75,48,Reprints classic story with new framing pages.
1275,71,267,Vendetta of Flynn,2023-04-30,1.5,28,Landmark story milestone.
1276,210,518,Fallen of Hunt,1979-10-10,4.99,36,Controversial issue banned in three states.
1277,233,171,Rising of Crane,2016-02-01,1,80,Contains bonus pin-up gallery.
1278,52,35,Legacy of Morgan,2010-11-01,0.35,28,Controversial issue banned in three states.
